,playerName,ballSkill,defence,mental,passing,physical,shooting,goalkeeper
1611,Artem Dzyuba,73.5,19.666666666666668,66.66666666666667,62.333333333333336,63.285714285714285,72.125,11.4
1612,Soslan Dzhanaev,16.5,14.333333333333334,33.833333333333336,22.666666666666668,49.857142857142854,15.625,75.6
1615,Viktor Vasin,48.0,74.33333333333333,61.0,59.0,64.85714285714286,57.625,8.6
1616,Denis Glushakov,77.0,75.66666666666667,75.66666666666667,75.0,73.71428571428571,70.125,9.4
1617,Mame Diouf,66.5,69.0,72.83333333333333,63.333333333333336,82.14285714285714,67.125,1.0
1618,Onur Kıvrak,25.5,15.666666666666666,41.166666666666664,30.333333333333332,61.142857142857146,13.75,75.0
1619,Ashley Barnes,75.0,39.333333333333336,70.16666666666667,66.0,74.57142857142857,70.375,9.4
1622,Leroy Fer,76.5,68.33333333333333,74.16666666666667,74.33333333333333,74.28571428571429,68.125,12.2
1623,Kieran Gibbs,74.0,75.33333333333333,71.66666666666667,70.33333333333333,75.14285714285714,58.25,9.8
1624,Joshua King,78.0,32.333333333333336,64.66666666666667,61.666666666666664,79.85714285714286,68.125,10.2
1625,Yoel,13.5,12.0,38.333333333333336,30.0,47.714285714285715,17.75,76.8
1626,Benjamin Moukandjo,76.0,21.333333333333332,63.0,67.0,77.42857142857143,71.875,11.6
1631,Sebastian Langkamp,41.0,81.33333333333333,58.166666666666664,51.666666666666664,61.42857142857143,35.375,10.4
1632,Moussa Sissoko,76.5,70.66666666666667,74.16666666666667,75.33333333333333,76.71428571428571,72.75,10.2
1633,Fin Bartels,80.5,34.333333333333336,69.0,72.33333333333333,78.42857142857143,64.625,10.2
1634,Troy Deeney,70.0,29.0,69.16666666666667,62.666666666666664,74.0,72.875,12.8
1635,Max Gradel,79.5,37.666666666666664,67.66666666666667,69.66666666666667,73.71428571428571,71.25,10.6
1638,Carlos Sánchez,72.0,74.0,71.0,71.33333333333333,70.57142857142857,59.125,8.8
1639,Andy Carroll,70.5,43.666666666666664,71.16666666666667,61.333333333333336,67.28571428571429,71.125,11.2
1640,Jose Holebas,74.0,77.0,71.33333333333333,73.0,77.57142857142857,67.625,14.2
1641,William Vainqueur,72.0,73.66666666666667,73.33333333333333,70.66666666666667,73.85714285714286,54.25,12.2
1642,Makoto Hasebe,70.5,78.0,74.66666666666667,76.33333333333333,68.0,58.625,11.2
1645,Luisinho,78.0,77.33333333333333,73.16666666666667,75.66666666666667,67.28571428571429,56.25,9.8
1646,Charles Kaboré,70.0,74.66666666666667,71.83333333333333,74.0,73.28571428571429,54.75,11.8
1647,Miguel Veloso,77.5,70.66666666666667,72.83333333333333,83.33333333333333,67.71428571428571,74.375,11.0
1648,Martin Harnik,72.5,37.666666666666664,68.0,69.66666666666667,76.71428571428571,71.375,11.4
1649,Vieirinha,80.5,64.0,73.33333333333333,74.0,72.85714285714286,67.125,12.2
1652,Nabil Dirar,78.5,54.0,69.33333333333333,74.33333333333333,75.14285714285714,62.625,10.0
1653,Demba Ba,72.0,40.666666666666664,67.16666666666667,70.66666666666667,66.71428571428571,77.25,8.4
1654,Bojan,75.0,20.333333333333332,59.666666666666664,72.66666666666667,68.0,67.875,9.6
1655,Marcelo Díaz,76.0,73.0,73.0,77.66666666666667,73.85714285714286,72.0,2.0
1656,Winston Reid,49.0,77.0,65.5,49.0,66.42857142857143,50.5,11.8
1659,Jozy Altidore,70.0,29.0,68.5,56.0,72.57142857142857,73.0,12.6
1660,Felipe Caicedo,74.5,44.333333333333336,69.0,60.333333333333336,71.85714285714286,72.625,9.0
1661,Óscar Trejo,81.0,59.666666666666664,71.0,74.66666666666667,73.14285714285714,70.875,12.4
1662,Niklas Moisander,70.0,75.33333333333333,71.66666666666667,67.66666666666667,67.85714285714286,52.5,11.2
1663,Marco Andreolli,52.0,80.0,58.5,44.0,61.57142857142857,35.125,9.4
1666,Perparim Hetemaj,77.5,72.0,76.66666666666667,76.0,81.85714285714286,68.75,9.4
1667,Ignacio Scocco,80.0,27.333333333333332,67.5,70.33333333333333,73.85714285714286,75.625,11.6
1668,Jonathan dos Santos,79.5,66.66666666666667,72.16666666666667,78.0,71.28571428571429,67.875,11.8
1669,Lorenzo De Silvestri,72.0,74.66666666666667,68.5,72.0,73.0,66.125,12.8
1670,Jay Rodriguez,76.0,21.666666666666668,64.33333333333333,69.66666666666667,74.42857142857143,67.75,12.6
1675,Kenneth Vermeer,30.0,15.0,47.333333333333336,31.666666666666668,59.57142857142857,17.0,75.2
1676,Ari,77.5,29.333333333333332,66.83333333333333,70.66666666666667,77.42857142857143,70.75,8.4
1677,Federico Higuaín,75.5,46.333333333333336,70.33333333333333,76.66666666666667,66.71428571428571,72.375,12.2
1678,Danilo,53.0,81.33333333333333,62.5,52.0,57.714285714285715,43.75,8.2
1679,Itumeleng Khune,30.5,14.333333333333334,45.333333333333336,32.0,50.142857142857146,27.75,78.6
1682,Cyril Théréau,80.0,20.0,67.33333333333333,68.66666666666667,69.57142857142857,74.5,9.4
1683,Bradley Wright-Phillips,69.0,27.333333333333332,70.33333333333333,62.333333333333336,74.85714285714286,68.875,10.8
1684,Ashley Williams,59.5,75.33333333333333,63.166666666666664,58.0,64.28571428571429,44.125,10.0
1685,Curtis Davies,54.0,76.66666666666667,65.33333333333333,46.666666666666664,67.28571428571429,39.125,10.2
1686,Stéphane Sessègnon,81.0,65.66666666666667,73.33333333333333,74.66666666666667,79.14285714285714,71.875,11.2
1689,Llorente,72.0,18.333333333333332,68.5,54.666666666666664,53.285714285714285,69.75,2.6
1690,Mauro Boselli,72.0,30.0,64.0,62.666666666666664,66.0,70.0,9.6
1691,Michael Krohn-Dehli,77.5,61.0,74.66666666666667,78.33333333333333,67.28571428571429,69.5,12.0
1692,Mathieu Debuchy,72.5,78.0,71.5,75.0,73.28571428571429,67.625,9.8
1693,Alfredo Talavera,15.5,13.333333333333334,42.333333333333336,28.333333333333332,58.714285714285715,18.875,76.2
1696,Guillaume Hoarau,70.5,44.333333333333336,66.66666666666667,67.66666666666667,59.0,72.75,1.0
1697,Michael Bradley,76.0,69.66666666666667,74.66666666666667,77.66666666666667,69.71428571428571,70.0,13.8
1698,Alexandr Belenov,14.0,14.333333333333334,40.0,16.666666666666668,48.57142857142857,14.125,75.0
1699,Yoann Gourcuff,80.0,49.333333333333336,70.16666666666667,78.0,69.42857142857143,73.375,9.0
1700,Hilton,68.0,77.66666666666667,69.33333333333333,69.66666666666667,56.42857142857143,55.25,11.0
1703,Mauro Zárate,85.5,28.666666666666668,65.16666666666667,65.66666666666667,73.28571428571429,75.0,11.4
1704,Darío Cvitanich,75.0,30.333333333333332,66.83333333333333,66.0,72.42857142857143,72.875,13.0
1705,Aaron Lennon,79.5,40.666666666666664,66.83333333333333,71.33333333333333,79.42857142857143,57.75,11.0
1706,Gaël Clichy,74.5,75.33333333333333,67.16666666666667,69.66666666666667,75.57142857142857,50.625,9.4
1707,Klaas-Jan Huntelaar,71.0,25.666666666666668,67.66666666666667,60.0,63.42857142857143,73.0,9.0
1710,Oscar Wendt,75.0,77.0,73.33333333333333,78.33333333333333,73.28571428571429,64.0,11.0
1711,Gökhan Gönül,78.0,76.0,75.66666666666667,73.33333333333333,76.85714285714286,61.25,10.8
1712,Jesús Dátolo,78.5,52.333333333333336,66.0,77.33333333333333,69.0,72.0,11.2
1713,Mariano Barbosa,16.0,13.0,35.666666666666664,28.666666666666668,49.42857142857143,15.0,76.6
1714,Guillermo Ochoa,14.0,11.0,39.0,26.0,52.714285714285715,16.25,75.8
1719,Federico Marchetti,15.5,15.0,43.0,28.0,56.57142857142857,15.25,74.4
1720,Blerim Džemaili,76.5,68.33333333333333,76.66666666666667,75.66666666666667,68.85714285714286,74.375,10.2
1721,Sergio García,80.0,25.666666666666668,67.66666666666667,75.0,64.42857142857143,74.125,11.2
1722,Scott Brown,71.0,71.66666666666667,75.66666666666667,71.0,76.42857142857143,57.625,11.4
1723,Marco Borriello,73.5,20.666666666666668,64.5,56.0,64.85714285714286,71.5,8.4
1726,Diego Benaglio,19.0,12.333333333333334,41.0,25.666666666666668,52.42857142857143,15.75,73.8
1727,Silvio Proto,21.5,13.0,42.833333333333336,29.0,53.714285714285715,18.75,75.8
1728,Robin van Persie,80.0,25.333333333333332,69.16666666666667,75.33333333333333,60.0,80.5,7.8
1729,Unai Núñez,52.0,76.0,52.833333333333336,45.333333333333336,66.42857142857143,31.125,10.0
1730,Rúben Dias,58.0,74.0,61.333333333333336,48.333333333333336,64.71428571428571,39.75,9.4
1733,Omar Kharbin,72.0,20.666666666666668,59.833333333333336,50.0,74.14285714285714,72.5,8.6
1734,Enis Bardhi,77.5,35.0,62.166666666666664,75.0,67.71428571428571,76.5,10.2
1735,Fabricio Bustos,77.0,74.0,69.66666666666667,68.0,73.85714285714286,51.375,10.8
1736,Marko Rog,79.0,63.0,70.0,78.33333333333333,66.71428571428571,62.625,11.6
1737,Henry Onyekuru,79.5,25.333333333333332,57.5,66.33333333333333,77.57142857142857,64.5,9.4
1740,Yu Kobayashi,75.5,23.666666666666668,60.166666666666664,64.66666666666667,75.57142857142857,68.5,11.4
1741,Shoya Nakajima,78.5,38.666666666666664,66.83333333333333,67.33333333333333,79.0,65.75,8.2
1742,Federico Ricca,61.5,77.0,63.666666666666664,66.66666666666667,65.42857142857143,38.75,9.6
1743,Santiago Ascacibar,65.0,75.0,66.66666666666667,65.33333333333333,77.85714285714286,48.75,8.8
1744,Richarlison,80.5,26.333333333333332,66.16666666666667,64.66666666666667,79.28571428571429,67.875,10.2
1747,Issa Diop,49.5,78.0,61.166666666666664,53.333333333333336,65.71428571428571,39.875,9.2
1748,Lautaro Martínez,75.5,24.333333333333332,65.83333333333333,56.0,78.28571428571429,65.25,9.6
1749,Joris Gnagnon,62.5,76.0,58.0,48.333333333333336,64.28571428571429,39.25,9.2
1750,Emre Akbaba,75.5,52.333333333333336,68.33333333333333,75.0,70.57142857142857,72.125,10.0
1751,Dênildo Stein,75.5,25.333333333333332,62.0,59.333333333333336,64.85714285714286,71.25,12.4
1754,Ronaldo Cabrais,72.5,36.0,67.83333333333333,73.66666666666667,75.57142857142857,75.625,13.0
1755,David Seijalbo,60.0,73.0,66.66666666666667,67.0,75.71428571428571,54.75,10.8
1756,Vieirundinho,56.0,75.0,58.333333333333336,59.0,63.142857142857146,43.75,11.0
1757,Welington Dano,72.5,74.33333333333333,71.33333333333333,72.0,78.0,54.875,12.0
1758,Nelsildo Reis,20.0,17.333333333333332,40.5,22.666666666666668,58.857142857142854,20.125,76.0
1763,Fred Aníbão,14.5,7.333333333333333,50.5,14.0,43.57142857142857,12.375,74.6
1764,Gabri Prestão,19.0,11.666666666666666,38.833333333333336,10.333333333333334,53.142857142857146,11.375,74.6
1765,Laure Santeiro,74.0,22.333333333333332,62.833333333333336,67.33333333333333,71.42857142857143,57.25,9.6
1766,Rosberto Dourado,74.0,75.0,71.5,71.0,72.85714285714286,54.875,12.4
1767,Everton Andrão,76.0,71.33333333333333,70.66666666666667,74.0,74.0,58.75,11.0
1770,Eltildo Correia,50.0,76.0,65.0,67.66666666666667,60.285714285714285,57.625,10.6
1771,Antônio Chiamuloira,48.0,76.0,62.5,62.666666666666664,63.142857142857146,54.375,10.8
1772,Pierre Lees-Melou,78.0,58.666666666666664,73.16666666666667,76.33333333333333,71.14285714285714,61.25,10.2
1773,Georgiy Dzhikiya,62.0,79.66666666666667,67.0,63.333333333333336,71.85714285714286,55.5,12.6
1774,Gastón Pereiro,80.5,38.333333333333336,64.0,67.33333333333333,70.57142857142857,72.0,10.8
1777,Marko Pjaca,85.0,22.0,57.333333333333336,73.33333333333333,76.71428571428571,71.875,9.4
1778,Dayot Upamecano,60.5,75.66666666666667,64.0,60.666666666666664,74.0,34.75,9.0
1779,Waldemar Anton,66.5,75.66666666666667,66.83333333333333,61.0,65.14285714285714,46.5,12.2
1780,Costinha,75.5,55.333333333333336,72.66666666666667,69.33333333333333,79.0,66.5,8.0
1781,Gil Dias,81.5,30.666666666666668,62.333333333333336,66.66666666666667,73.28571428571429,63.5,9.0
1784,Milot Rashica,77.5,28.666666666666668,62.166666666666664,69.33333333333333,74.0,61.25,9.6
1785,Aminu Umar,78.5,45.0,71.16666666666667,68.0,79.0,58.625,8.6
1786,Yoshinori Mutō,78.5,33.0,65.33333333333333,68.33333333333333,74.71428571428571,66.375,11.8
1787,Kasper Dolberg,77.5,21.0,59.333333333333336,54.666666666666664,73.28571428571429,74.25,10.2
1788,Benjamin Henrichs,78.0,72.66666666666667,68.33333333333333,73.33333333333333,73.0,56.125,11.2
1791,Matheus Pereira,80.0,31.0,66.66666666666667,68.0,76.85714285714286,69.25,13.2
1792,Bart Ramselaar,77.0,45.666666666666664,69.5,70.66666666666667,75.71428571428571,61.75,11.2
1793,Daniel Podence,82.5,28.333333333333332,66.5,68.33333333333333,77.0,58.125,11.6
1794,Vitor Hugo,44.0,79.33333333333333,59.833333333333336,36.666666666666664,64.28571428571429,41.0,11.4
1795,Jakub Jankto,77.0,65.33333333333333,72.66666666666667,74.33333333333333,73.71428571428571,64.75,12.2
1798,Kieran Tierney,73.0,72.0,71.5,70.66666666666667,77.57142857142857,48.5,12.4
1799,Marcus Coco,78.0,35.333333333333336,63.166666666666664,72.33333333333333,73.57142857142857,61.375,9.4
1800,Ramón Ábila,72.0,23.0,61.666666666666664,54.333333333333336,70.71428571428571,67.75,14.8
1801,Aritz,60.5,77.66666666666667,60.666666666666664,61.666666666666664,68.57142857142857,43.5,10.4
1802,Maximilian Eggestein,76.5,64.66666666666667,70.0,71.33333333333333,70.85714285714286,56.0,12.2
1807,Nordi Mukiele,70.0,77.0,65.5,69.0,75.42857142857143,43.5,11.4
1808,Abdou Diallo,64.5,75.66666666666667,68.5,69.66666666666667,70.42857142857143,40.625,8.2
1809,Constantin Budescu,76.5,48.333333333333336,67.66666666666667,72.66666666666667,63.57142857142857,73.75,13.2
1810,Alex Berenguer,77.0,64.66666666666667,70.33333333333333,69.66666666666667,76.85714285714286,62.25,11.4
1811,Steve Mounié,68.0,39.333333333333336,65.66666666666667,61.666666666666664,72.42857142857143,66.625,12.4
1814,Ivan Ordets,50.5,76.33333333333333,59.5,56.666666666666664,64.28571428571429,53.5,12.6
1815,Marius Wolf,75.0,44.0,67.33333333333333,69.33333333333333,73.14285714285714,65.0,11.6
1816,Cristian Pavón,76.0,26.333333333333332,60.166666666666664,69.33333333333333,79.28571428571429,69.0,10.0
1817,Nicolò Barella,78.5,66.0,72.5,76.33333333333333,73.14285714285714,57.625,10.8
1818,Wout Weghorst,69.5,24.0,65.33333333333333,50.666666666666664,68.42857142857143,64.0,12.4
1821,Danilo,74.5,73.0,76.83333333333333,69.33333333333333,73.14285714285714,64.125,11.0
1822,Mario Pašalić,78.0,68.0,73.66666666666667,73.33333333333333,68.0,67.625,12.8
1823,Enes Ünal,74.0,26.666666666666668,58.5,56.333333333333336,73.71428571428571,72.5,11.2
1824,Jony,73.5,44.666666666666664,67.83333333333333,73.66666666666667,71.85714285714286,65.375,12.4
1825,Otávio,70.5,78.33333333333333,70.16666666666667,67.33333333333333,72.14285714285714,52.625,10.8
1828,Breel Embolo,78.0,24.666666666666668,66.16666666666667,67.0,77.0,65.5,9.0
1829,Lee Jae Sung,73.5,54.666666666666664,74.33333333333333,72.33333333333333,70.14285714285714,63.625,10.0
1830,Nico Elvedi,70.0,78.33333333333333,66.0,66.66666666666667,70.0,41.125,11.0
1831,Sebastián Driussi,74.0,18.666666666666668,59.333333333333336,72.33333333333333,76.57142857142857,65.875,12.6
1832,Nikola Vukčević,70.5,73.33333333333333,72.5,64.0,69.85714285714286,57.875,13.4
1835,Badou Ndiaye,78.5,68.66666666666667,73.5,72.0,81.28571428571429,70.0,9.4
1836,Erick Gutiérrez,75.5,64.33333333333333,70.66666666666667,74.66666666666667,70.71428571428571,65.875,11.0
1837,Ryan Thomas,79.5,53.0,71.66666666666667,69.66666666666667,75.71428571428571,56.5,9.0
1838,Jaume,22.5,15.0,32.666666666666664,31.333333333333332,60.0,20.25,75.2
1839,Diego Rico,66.5,73.0,66.5,68.66666666666667,75.42857142857143,62.5,11.0
1842,Óscar Romero,79.0,24.0,61.333333333333336,73.33333333333333,73.42857142857143,66.5,10.6
1843,Munir,80.5,24.0,57.166666666666664,65.33333333333333,73.71428571428571,70.0,11.2
1844,Ante Rebić,78.0,28.333333333333332,62.666666666666664,68.0,73.57142857142857,71.375,13.4
1845,Bruno Varela,22.0,15.333333333333334,34.333333333333336,25.333333333333332,50.0,17.25,73.4
1846,Georges-Kévin Nkoudou,76.5,38.0,59.333333333333336,69.66666666666667,79.0,66.75,10.0
1851,Jordan Amavi,74.0,74.66666666666667,71.33333333333333,71.0,76.57142857142857,63.875,11.6
1852,Camarasa,77.0,66.33333333333333,72.5,71.0,69.42857142857143,63.375,10.6
1853,Theo Bongonda,80.0,25.333333333333332,58.333333333333336,71.0,71.28571428571429,61.75,11.6
1854,Sandro,78.0,21.333333333333332,61.0,60.666666666666664,74.85714285714286,74.875,10.4
1855,José Luis Palomino,60.0,77.33333333333333,58.666666666666664,62.0,56.285714285714285,43.375,10.6
1858,Wesley Hoedt,60.0,75.66666666666667,65.0,60.333333333333336,62.142857142857146,49.75,11.4
1859,Carlos Mané,77.0,31.333333333333332,67.16666666666667,66.66666666666667,74.57142857142857,67.875,12.0
1860,Paulinho,71.5,25.333333333333332,64.33333333333333,52.0,67.57142857142857,68.375,11.8
1861,Juan Pablo Añor,80.0,41.666666666666664,61.666666666666664,74.33333333333333,68.14285714285714,68.75,9.2
1862,Álvaro García,75.0,21.666666666666668,57.0,68.0,78.57142857142857,58.5,10.6
1865,Marcelo Goiano,74.5,74.33333333333333,68.0,68.66666666666667,74.28571428571429,51.25,11.2
1866,Yuriy Lodygin,18.5,16.333333333333332,35.666666666666664,21.666666666666668,46.42857142857143,16.25,75.2
1867,Ihlas Bebou,79.0,32.0,58.166666666666664,63.666666666666664,78.57142857142857,62.0,11.0
1868,Silvan Widmer,76.0,71.33333333333333,69.66666666666667,76.0,78.28571428571429,62.75,8.8
1869,Armando Izzo,59.0,78.0,58.666666666666664,50.0,67.57142857142857,37.0,10.2
1872,Tin Jedvaj,64.0,76.33333333333333,64.0,65.0,72.0,48.875,12.0
1873,Aleksandar Mitrović,69.5,17.0,65.16666666666667,45.333333333333336,65.14285714285714,68.375,10.6
1874,Youssouf Sabaly,73.0,77.66666666666667,67.83333333333333,69.33333333333333,73.85714285714286,42.75,10.8
1875,Lucas Evangelista,76.0,67.0,72.66666666666667,73.66666666666667,70.71428571428571,65.125,11.8
1876,Walter Benítez,14.5,18.666666666666668,33.166666666666664,21.666666666666668,49.714285714285715,17.5,74.6
1879,Rubén Botta,79.5,28.0,63.5,73.66666666666667,71.28571428571429,63.875,9.0
1880,Édson Puch,77.0,36.333333333333336,62.5,68.33333333333333,77.14285714285714,60.125,9.4
1881,Martín Benítez,78.0,23.333333333333332,64.83333333333333,68.66666666666667,72.85714285714286,64.25,10.4
1882,Diego González,72.0,70.66666666666667,75.66666666666667,73.33333333333333,71.71428571428571,60.25,12.4
1883,Alexander Mejía,60.0,72.66666666666667,70.16666666666667,68.66666666666667,70.28571428571429,42.875,10.0
1886,Felipe Pardo,76.5,28.666666666666668,68.16666666666667,70.66666666666667,76.0,71.875,10.6
1887,Frank Fabra,77.5,71.0,65.83333333333333,65.66666666666667,83.57142857142857,52.75,10.2
1888,Jefferson Lerma,73.0,74.33333333333333,68.83333333333333,72.0,79.28571428571429,64.375,11.4
1889,Sardar Azmoun,73.5,34.666666666666664,62.833333333333336,64.66666666666667,76.85714285714286,68.375,10.8
1890,Thiago Mendes,75.5,73.0,74.16666666666667,72.33333333333333,75.28571428571429,67.5,11.2
1895,Federico Di Francesco,82.5,34.666666666666664,60.666666666666664,73.66666666666667,71.42857142857143,66.25,8.4
1896,Alex Iwobi,83.0,26.0,59.5,67.0,72.42857142857143,52.5,11.6
1897,Pierre-Emile Højbjerg,77.0,67.33333333333333,72.0,73.0,69.85714285714286,64.125,10.0
1898,Hernâni,79.5,18.666666666666668,58.833333333333336,69.66666666666667,74.14285714285714,66.125,8.0
1899,Nicolás Castillo,72.0,25.333333333333332,64.66666666666667,57.666666666666664,73.28571428571429,73.0,11.0
1902,Óscar Duarte,53.5,78.66666666666667,60.166666666666664,55.0,64.57142857142857,37.875,10.6
1903,DeAndre Yedlin,74.0,72.66666666666667,71.16666666666667,63.0,83.71428571428571,53.125,10.2
1904,Leonel Vangioni,72.0,73.33333333333333,71.66666666666667,71.33333333333333,76.42857142857143,65.625,9.0
1905,Arthur Masuaku,80.0,72.0,69.83333333333333,71.66666666666667,79.85714285714286,62.125,7.8
1906,Iuri Medeiros,80.0,26.0,65.16666666666667,75.33333333333333,71.0,74.375,8.6
1909,Alexander Djiku,69.0,76.0,66.16666666666667,64.66666666666667,73.57142857142857,47.125,9.6
1910,Pere Pons,73.5,74.0,71.33333333333333,72.66666666666667,72.0,54.375,10.2
1911,Karol Linetty,75.0,69.33333333333333,73.83333333333333,70.66666666666667,76.14285714285714,55.0,10.4
1912,Ibrahim Amadou,66.5,73.66666666666667,67.66666666666667,64.66666666666667,73.57142857142857,48.375,10.4
1913,Gianluca Lapadula,76.0,17.333333333333332,63.5,50.666666666666664,77.57142857142857,71.375,12.4
1916,Ricardo Centurión,79.5,34.333333333333336,63.666666666666664,67.66666666666667,77.0,66.25,7.8
1917,Pablo De Blasis,78.5,37.666666666666664,65.16666666666667,69.33333333333333,80.71428571428571,70.875,9.6
1918,Ricardo Ferreira,51.0,78.0,64.66666666666667,49.0,59.0,39.0,11.4
1919,Emerson,77.5,68.0,67.83333333333333,72.66666666666667,72.42857142857143,60.25,10.4
1920,Ahmed Hegazi,50.0,76.0,56.833333333333336,39.333333333333336,62.142857142857146,31.625,10.2
1923,Renato Steffen,76.0,31.0,61.666666666666664,73.33333333333333,80.71428571428571,70.125,11.0
1924,Albert Rusnák,75.0,45.0,65.33333333333333,74.66666666666667,70.14285714285714,69.0,10.6
1925,Sam Larsson,82.5,33.0,66.0,70.33333333333333,71.14285714285714,67.875,11.6
1926,Dimitrios Siovas,64.5,76.66666666666667,63.666666666666664,57.0,63.0,48.25,10.8
1927,Abdul Rahman Baba,76.0,74.66666666666667,67.5,72.0,75.42857142857143,49.25,10.0
1930,Guilherme,70.0,73.0,73.83333333333333,72.33333333333333,69.14285714285714,63.125,10.0
1931,Nawaf Al Abed,75.5,40.0,64.83333333333333,70.66666666666667,77.14285714285714,66.0,11.0
1932,Munas Dabbur,74.5,32.0,52.166666666666664,62.666666666666664,78.14285714285714,66.5,12.2
1933,Marten de Roon,71.0,74.66666666666667,76.0,71.33333333333333,73.42857142857143,61.75,12.0
1934,Giancarlo González,59.5,77.33333333333333,63.166666666666664,51.0,68.0,45.125,11.2
1939,Romain Saïss,70.0,72.66666666666667,71.5,70.0,68.71428571428571,54.625,10.0
1940,Bryan Cristante,77.0,63.666666666666664,71.0,74.66666666666667,63.285714285714285,66.75,3.8
1941,Andreas Samaris,72.0,74.66666666666667,71.83333333333333,69.0,67.71428571428571,67.0,9.8
1942,Petros Mantalos,79.5,45.0,67.0,75.33333333333333,70.14285714285714,66.375,10.2
1943,Ivan Santini,70.0,28.666666666666668,67.33333333333333,48.666666666666664,62.57142857142857,69.25,11.2
1946,Vitinho,82.0,35.0,63.666666666666664,73.0,74.14285714285714,74.0,10.2
1947,Roger,74.5,26.333333333333332,62.333333333333336,60.666666666666664,76.57142857142857,66.625,13.0
1948,Renan Bressan,76.5,41.0,65.0,80.66666666666667,64.28571428571429,77.375,11.2
1949,Simon Falette,56.0,75.33333333333333,59.0,53.333333333333336,69.28571428571429,45.875,11.0
1950,Will Hughes,79.0,67.33333333333333,72.33333333333333,71.33333333333333,67.57142857142857,55.625,11.0
1953,Yassine Benzia,78.0,41.0,68.83333333333333,70.33333333333333,72.71428571428571,71.125,10.2
1954,Denis Cheryshev,78.0,53.0,68.5,73.33333333333333,72.57142857142857,68.25,10.4
1955,Jetro Willems,78.5,72.33333333333333,71.83333333333333,78.33333333333333,77.71428571428571,64.125,11.2
1956,Nathaniel Chalobah,75.0,74.0,69.5,71.66666666666667,71.14285714285714,57.375,10.4
1957,Marko Livaja,78.0,18.666666666666668,67.66666666666667,53.0,70.57142857142857,65.5,12.6
1960,Stefano Denswil,65.5,76.0,65.33333333333333,63.666666666666664,63.714285714285715,64.375,9.8
1961,Lucas Ocampos,75.0,42.666666666666664,74.0,74.33333333333333,75.0,72.625,10.6
1962,Niclas Füllkrug,72.0,21.0,62.166666666666664,59.0,68.71428571428571,71.875,11.2
1963,Sebastián Sosa,18.5,14.0,29.833333333333332,19.666666666666668,52.285714285714285,16.5,73.4
1964,Santiago Gentiletti,62.0,76.66666666666667,63.166666666666664,58.0,67.28571428571429,51.0,11.0
1967,Okay Yokuşlu,75.5,72.33333333333333,73.0,72.0,72.14285714285714,70.5,11.6
1968,Raúl Ruidíaz,75.0,23.0,63.0,62.0,74.71428571428571,72.0,10.6
1969,Rubén Pardo,76.5,63.0,69.5,72.66666666666667,66.0,64.625,9.2
1970,Bouna Sarr,74.5,73.66666666666667,71.0,71.66666666666667,73.28571428571429,61.5,11.6
1971,Santiago García,73.0,20.333333333333332,66.0,58.666666666666664,71.14285714285714,74.0,10.6
1974,Benjamin van Leer,17.0,13.333333333333334,40.666666666666664,27.0,49.285714285714285,17.0,73.2
1975,Luís Neto,48.5,78.33333333333333,65.66666666666667,63.666666666666664,66.42857142857143,46.75,12.2
1976,Christophe Kerbrat,63.5,78.66666666666667,61.0,57.666666666666664,67.14285714285714,44.375,10.8
1977,Julian Korb,76.0,78.66666666666667,70.5,68.33333333333333,73.14285714285714,47.5,12.2
1978,Charly Musonda,81.5,21.0,54.333333333333336,71.66666666666667,72.57142857142857,59.0,7.2
1983,Yassin Ayoub,78.5,68.33333333333333,72.16666666666667,76.66666666666667,71.85714285714286,69.0,11.8
1984,Konstantinos Fortounis,77.5,37.0,64.16666666666667,74.66666666666667,68.42857142857143,73.125,14.2
1985,Viktor Fischer,79.5,28.666666666666668,65.16666666666667,70.66666666666667,69.42857142857143,67.375,12.4
1986,Anthony Knockaert,79.5,30.333333333333332,67.16666666666667,69.33333333333333,76.0,69.375,11.0
1987,Pozuelo,78.0,46.333333333333336,71.5,70.0,65.85714285714286,63.875,10.0
1990,Ognjen Vranješ,56.0,78.0,66.0,62.666666666666664,71.71428571428571,56.375,11.6
1991,Terence Kongolo,67.0,79.66666666666667,64.83333333333333,68.0,75.85714285714286,51.125,11.4
1992,Gregoire Defrel,82.5,17.0,64.16666666666667,65.66666666666667,70.71428571428571,70.125,11.8
1993,Federico Viviani,78.0,66.66666666666667,67.66666666666667,75.33333333333333,74.28571428571429,70.75,10.6
1994,Alexander Schwolow,18.5,12.333333333333334,30.833333333333332,19.333333333333332,46.57142857142857,15.25,74.6
1997,Willy Boly,54.0,73.0,65.66666666666667,58.0,66.42857142857143,41.875,9.8
1998,Jesé,80.5,17.0,58.0,72.33333333333333,73.71428571428571,65.625,10.8
1999,Aleix Vidal,81.5,70.0,73.0,72.33333333333333,78.71428571428571,60.25,9.4
2000,Javi Espinosa,80.0,57.333333333333336,65.33333333333333,75.0,67.71428571428571,64.625,11.4
2001,Serantes,20.5,20.333333333333332,30.5,25.666666666666668,55.285714285714285,20.125,75.0
2004,Stefano Sturaro,76.5,76.0,75.0,73.33333333333333,76.57142857142857,68.625,11.0
2005,Johannes Geis,64.0,75.0,72.66666666666667,81.66666666666667,68.57142857142857,71.625,13.6
2006,Remo Freuler,74.5,68.0,72.33333333333333,74.0,67.71428571428571,63.0,11.2
